"Account Name","Processed Date","Description","Check Number","Credit or Debit","Amount"
"Rosatis Pizza",2025-02-18,"STOP PAYMENT FEE",,"Debit",35.00
"Rosatis Pizza",2025-02-18,"CHECK 20397",20397,"Debit",800.00
"Rosatis Pizza",2025-02-18,"EBF HOLDINGS     8006192943 SRI GANESH FOODS INC. 187797",,"Debit",608.13
"Rosatis Pizza",2025-02-18,"SHIFT4           PYMT PROC ROSATIS PIZZA - PONTOO 068880021925288",,"Credit",6568.85
"Rosatis Pizza",2025-02-18,"W/D SVC 2040 02/17/25 00002405 03 ROSATI S PIZZA 5147 PAGANO CT PONTOON BEACHIL C# 1567",,"Debit",3.00
"Rosatis Pizza",2025-02-18,"TRANSFER FROM X4649 TO X5247",,"Debit",225.00
"Rosatis Pizza",2025-02-18,"CALL FORCE ONE   CALL FORCE ROSATIS PONTOON 30",,"Debit",174.90
"Rosatis Pizza",2025-02-18,"W/D SVC 1824 02/14/25 00001549 WELLS FARGO BANK 3608 W GATE CITY BLVD GREENSBORO   NC C# 1567",,"Debit",3.00
"Rosatis Pizza",2025-02-18,"ATM W/D CARD# 1567 02/17/25 2040 03 ROSATI S PIZZA 5147 PAGANO CT PONTOON BEACH IL00002405",,"Debit",503.00
"Rosatis Pizza",2025-02-18,"ILLINOIS GAMING  EDI PYMNTS SRI GANESH FOODS INC 699764",,"Credit",3750.00
"Rosatis Pizza",2025-02-18,"UBER USA 6787    EDI PAYMNT SRI GANESH FOODS INC UK0TS4N65WOYE4N REF*TN*UK0TS4N65W\",,"Credit",60.45
"Rosatis Pizza",2025-02-18,"ATM W/D CARD# 1567 02/14/25 1924 WELLS FARGO BANK 3608 W GATE CITY B GREENSBORO    NC00001549",,"Debit",403.00
"Rosatis Pizza",2025-02-18,"EFT ACH ACCOUNT  ACH COLLEC SRI GANESH FOODS INC ROSATI'S PIZZA",,"Debit",1575.00
"Rosatis Pizza",2025-02-18,"TRANSFER FROM X4649 TO X5247",,"Debit",200.00
"Rosatis Pizza",2025-02-18,"SHIFT4           PYMT PROC ROSATIS PIZZA - PONTOO 068880021925288",,"Credit",2951.04
"Rosatis Pizza",2025-02-18,"PAYONEER 7362    EDI PAYMNT SRI GANESH FOODS INC 366184874311777 REF*TN*3661848743*EZCATER PAYM ENT\",,"Credit",465.53
"Rosatis Pizza",2025-02-18,"SHIFT4           PYMT PROC ROSATIS PIZZA - PONTOO 068880021925288",,"Credit",8101.61
"Rosatis Pizza",2025-02-18,"DBT CRD CARD# 1567 02/17/25 2332 THE WEBSTAURANT STORE LANCASTER     PADBXGRISG",,"Debit",99.00
"Rosatis Pizza",2025-02-18,"SHIFT4           PYMT PROC ROSATIS PIZZA - PONTOO 068880021925288",,"Credit",3307.31
"Rosatis Pizza",2025-02-18,"EBF HOLDINGS     8006192943 SRI GANESH FOODS INC. 187797",,"Debit",608.13
"Rosatis Pizza",2025-02-14,"SOUTHERN GLAZER' FINTECHEFT SRI GANESH FOODS INC R 92-3646577",,"Debit",471.49
"Rosatis Pizza",2025-02-14,"SHIFT4           PYMT PROC ROSATIS PIZZA - PONTOO 068880021925288",,"Credit",2673.73
"Rosatis Pizza",2025-02-14,"UBER USA 6787    EDI PAYMNT SRI GANESH FOODS INC CF547FVRPAM0ED7 REF*TN*CF547FVRPA\",,"Credit",154.25
"Rosatis Pizza",2025-02-14,"EBF HOLDINGS     8006192943 SRI GANESH FOODS INC. 187797",,"Debit",608.13
"Rosatis Pizza",2025-02-14,"SHIFT4           PYMT PROC ROSATIS PIZZA - PONTOO 068880021925288",,"Credit",2147.15
"Rosatis Pizza",2025-02-14,"GRUBHUB INC      FEB ACTVTY SRI PAGANO 25021412NF6FB3B",,"Credit",330.41
"Rosatis Pizza",2025-02-14,"DOORDASH, INC.   5257 IL-11 SRI GANESH FOODS INC ST-K9Z4O8M0Z9W0",,"Credit",1110.96
"Rosatis Pizza",2025-02-13,"UBER USA 6787    EDI PAYMNT SRI GANESH FOODS INC HVTPCZB3RU8SX9R REF*TN*HVTPCZB3RU\",,"Credit",71.38
"Rosatis Pizza",2025-02-13,"TRANSFER FROM X4649 TO X4665",,"Debit",200.00
"Rosatis Pizza",2025-02-13,"TRANSFER FROM X4649 TO X5247",,"Debit",500.00
"Rosatis Pizza",2025-02-13,"EBF HOLDINGS     8006192943 SRI GANESH FOODS INC. 187797",,"Debit",608.13
"Rosatis Pizza",2025-02-13,"ROBERT CHICK FRI FINTECHEFT SRI GANESH FOODS INC R 92-3646577",,"Debit",279.00
"Rosatis Pizza",2025-02-12,"EBF HOLDINGS     8006192943 SRI GANESH FOODS INC. 187797",,"Debit",608.13
"Rosatis Pizza",2025-02-12,"DBT CRD CARD# 1567 02/11/25 0406 REPEAT RETURNS 859-7609118   KYDBWG0HZY",,"Debit",60.00
"Rosatis Pizza",2025-02-12,"BUSEY BANK       BILL PMT PATEL,JAYESH PEXC#8735266",,"Credit",3600.00
"Rosatis Pizza",2025-02-12,"REWARDS NETWORK  SETTLEMENT ROSATI'S PIZZA 37984-029516461",,"Debit",2266.80
"Rosatis Pizza",2025-02-12,"INTEGRA GRAPHICS ACH ROSATIS PONTOON BEACH ACH",,"Debit",367.72
"Rosatis Pizza",2025-02-12,"SHIFT4           PYMT PROC ROSATIS PIZZA - PONTOO 068880021925288",,"Credit",3289.85
"Rosatis Pizza",2025-02-12,"UBER USA 6787    EDI PAYMNT SRI GANESH FOODS INC PVQY0G2GD6749TM REF*TN*PVQY0G2GD6\",,"Credit",79.74
"Rosatis Pizza",2025-02-11,"LIBERTY          MUTUAL SRI GANESH REALTY 2 *L 0086745",,"Debit",424.75
"Rosatis Pizza",2025-02-11,"ROSATI'S PIZZA E ACH DEBIT JAYESH PATEL 9024842246",,"Debit",1516.89
"Rosatis Pizza",2025-02-11,"SHIFT4           PYMT PROC ROSATIS PIZZA - PONTOO 068880021925288",,"Credit",2068.88
"Rosatis Pizza",2025-02-11,"UBER USA 6787    EDI PAYMNT SRI GANESH FOODS INC 0HUKMKOWSIPBQ3J REF*TN*0HUKMKOWSI\",,"Credit",462.87
"Rosatis Pizza",2025-02-11,"DBT CRD CARD# 1567 02/10/25 1742 THE WEBSTAURANT STORE LANCASTER     PADBFTWFXC",,"Debit",578.42
"Rosatis Pizza",2025-02-11,"EBF HOLDINGS     8006192943 SRI GANESH FOODS INC. 187797",,"Debit",608.13
"Rosatis Pizza",2025-02-11,"DBT CRD CARD# 1567 02/10/25 1627 THE WEBSTAURANT STORE LANCASTER     PADBK80YP4",,"Debit",130.83
"Rosatis Pizza",2025-02-10,"SHIFT4           PYMT PROC ROSATIS PIZZA - PONTOO 068880021925288",,"Credit",5724.17
"Rosatis Pizza",2025-02-10,"SHIFT4           PYMT PROC ROSATIS PIZZA - PONTOO 068880021925288",,"Credit",5164.65
"Rosatis Pizza",2025-02-10,"PRAIRIESTATEGAMI VGTPAYMENT ROSATISPIZZA ROSATISPIZZA",,"Credit",1314.58
"Rosatis Pizza",2025-02-10,"UBER USA 6787    EDI PAYMNT SRI GANESH FOODS INC QCFTFG09L5CU2EF REF*TN*QCFTFG09L5\",,"Credit",61.46
"Rosatis Pizza",2025-02-10,"SHIFT4           PYMT PROC ROSATIS PIZZA - PONTOO 068880021925288",,"Credit",5237.62
"Rosatis Pizza",2025-02-10,"GRECO_BELLISSIMO SINGLE SRI GANESH FOODS INC 630GRECOILLI",,"Debit",16538.34
"Rosatis Pizza",2025-02-10,"STOKES DISTRIBUT FINTECHEFT SRI GANESH FOODS INC R 92-3646577",,"Debit",320.55
"Rosatis Pizza",2025-02-10,"EBF HOLDINGS     8006192943 SRI GANESH FOODS INC. 187797",,"Debit",608.13
"Rosatis Pizza",2025-02-10,"PBG - G&A OU     CORP PMT 2004156387 ROSATIS PIZ 020920252052575",,"Debit",1042.01
"Rosatis Pizza",2025-02-07,"GRUBHUB INC      FEB ACTVTY SRI PAGANO 25020705NF6FB3B",,"Credit",160.40
"Rosatis Pizza",2025-02-07,"SHIFT4           PYMT PROC ROSATIS PIZZA - PONTOO 068880021925288",,"Credit",3419.75
"Rosatis Pizza",2025-02-07,"TRANSFER FROM X4649 TO X5247",,"Debit",500.00
"Rosatis Pizza",2025-02-07,"UBER USA 6787    EDI PAYMNT SRI GANESH FOODS INC 8Q2MMSXNTHSKO0S REF*TN*8Q2MMSXNTH\",,"Credit",21.08
"Rosatis Pizza",2025-02-07,"DOORDASH, INC.   5257 IL-11 SRI GANESH FOODS INC ST-T7O8C6L3C5Q1",,"Credit",1354.68
"Rosatis Pizza",2025-02-07,"EBF HOLDINGS     8006192943 SRI GANESH FOODS INC. 187797",,"Debit",608.13
"Rosatis Pizza",2025-02-07,"ADT SECURITY SER ADTPAPACH ROSATI'S PIZZA 404873621",,"Debit",52.99
"Rosatis Pizza",2025-02-07,"GRUBHUB INC      JAN ACTVTY SRI PAGANO 25020701NF6FB3B",,"Credit",123.66
"Rosatis Pizza",2025-02-07,"BILL PAID-SPECTRUM CONF #210",,"Debit",775.00
"Rosatis Pizza",2025-02-06,"NUCO2 LLC        WEB PAY SKI GANESH FOODS INC NUCO2",,"Debit",175.66
"Rosatis Pizza",2025-02-06,"SWITCH COMMERCE  0131 FUND SRI GANESH FOODS INC 187094",,"Credit",81.00
"Rosatis Pizza",2025-02-06,"UBER USA 6787    EDI PAYMNT SRI GANESH FOODS INC L14B2MY4EG7K5VJ REF*TN*L14B2MY4EG\",,"Credit",101.36
"Rosatis Pizza",2025-02-06,"CLEAN AR         CLEAN ACH ROSATI'S PIZZA 6218764",,"Debit",745.75
"Rosatis Pizza",2025-02-06,"SHIFT4           PYMT PROC ROSATIS PIZZA - PONTOO 068880021925288",,"Credit",2845.18
"Rosatis Pizza",2025-02-06,"ROBERT CHICK FRI FINTECHEFT SRI GANESH FOODS INC R 92-3646577",,"Debit",263.95
"Rosatis Pizza",2025-02-06,"CALL FORCE ONE   CALL FORCE ROSATIS PONTOON 30",,"Debit",165.00
"Rosatis Pizza",2025-02-06,"EBF HOLDINGS     8006192943 SRI GANESH FOODS INC. 187797",,"Debit",608.13
"Rosatis Pizza",2025-02-05,"PAYTRONIXCASH CD CASH C&D 1946 - SRI GANESH FOOD 1946 - SRI GANE",,"Credit",704.46
"Rosatis Pizza",2025-02-05,"ROSATI'S PIZZA E ACH DEBIT JAYESH PATEL 9024329814",,"Debit",350.00
"Rosatis Pizza",2025-02-05,"UBER USA 6787    EDI PAYMNT SRI GANESH FOODS INC NR7BUZ2O00L7Z2O REF*TN*NR7BUZ2O00\",,"Credit",20.31
"Rosatis Pizza",2025-02-05,"W/D SVC 1902 02/04/25 00002370 03 ROSATI S PIZZA 5147 PAGANO CT PONTOON BEACHIL C# 1567",,"Debit",3.00
"Rosatis Pizza",2025-02-05,"REWARDS NETWORK  SETTLEMENT ROSATI'S PIZZA 37962-029493613",,"Debit",2514.63
"Rosatis Pizza",2025-02-05,"EBF HOLDINGS     8006192943 SRI GANESH FOODS INC. 187797",,"Debit",608.13
"Rosatis Pizza",2025-02-05,"SHIFT4           PYMT PROC ROSATIS PIZZA - PONTOO 068880021925288",,"Credit",2400.66
"Rosatis Pizza",2025-02-05,"CHECK 20391",20391,"Debit",1935.00
"Rosatis Pizza",2025-02-05,"ATM W/D CARD# 1567 02/04/25 1902 03 ROSATI S PIZZA 5147 PAGANO CT PONTOON BEACH IL00002370",,"Debit",503.00
"Rosatis Pizza",2025-02-05,"INTEGRA GRAPHICS ACH ROSATIS PONTOON BEACH ACH",,"Debit",271.96
"Rosatis Pizza",2025-02-05,"TRANSFER FROM X1239 TO X4649",,"Credit",2300.00
"Rosatis Pizza",2025-02-04,"INTEGRA GRAPHICS ACH ROSATIS PONTOON BEACH ACH",,"Debit",1307.55
"Rosatis Pizza",2025-02-04,"UBER USA 6787    EDI PAYMNT SRI GANESH FOODS INC VMID8UZZO5X3Z0C REF*TN*VMID8UZZO5\",,"Credit",624.77
"Rosatis Pizza",2025-02-04,"DBT CRD CARD# 1567 02/03/25 1144 THE WEBSTAURANT STORE LANCASTER     PADBFARPXV",,"Debit",101.24
"Rosatis Pizza",2025-02-04,"ROSATI'S PIZZA E ACH DEBIT JAYESH PATEL 9024676324",,"Debit",1563.59
"Rosatis Pizza",2025-02-04,"EBF HOLDINGS     8006192943 SRI GANESH FOODS INC. 187797",,"Debit",608.13
"Rosatis Pizza",2025-02-04,"PAYONEER 7362    EDI PAYMNT SRI GANESH FOODS INC 366184856388670 REF*TN*3661848563*EZCATER PAYM ENT\",,"Credit",422.15
"Rosatis Pizza",2025-02-04,"TRANSFER FROM X1239 TO X4649",,"Credit",3000.00
"Rosatis Pizza",2025-02-04,"PLP COMMUNICATIO PAYMENT PATEL,JAY 202301999608 202301999608",,"Debit",187.79
"Rosatis Pizza",2025-02-04,"SOCIETY INSURANC 8885762438 JAY PATEL 419345838034",,"Debit",1495.24
"Rosatis Pizza",2025-02-04,"ARROW POS, INC.  MTHLY SUPP ROSATIS PIZZA PONTOON 614-657-5060",,"Debit",129.00
"Rosatis Pizza",2025-02-04,"ATM W/D CARD# 1567 02/03/25 1935 03 ROSATI S PIZZA 5147 PAGANO CT PONTOON BEACH IL00002365",,"Debit",403.00
"Rosatis Pizza",2025-02-04,"SHIFT4           PYMT PROC ROSATIS PIZZA - PONTOO 068880021925288",,"Credit",2271.74
"Rosatis Pizza",2025-02-04,"W/D SVC 1935 02/03/25 00002365 03 ROSATI S PIZZA 5147 PAGANO CT PONTOON BEACHIL C# 1567",,"Debit",3.00
"Rosatis Pizza",2025-02-03,"CHECK 20388",20388,"Debit",375.00
"Rosatis Pizza",2025-02-03,"SHIFT4           PYMT PROC ROSATIS PIZZA - PONTOO 068880021925288",,"Credit",4923.20
"Rosatis Pizza",2025-02-03,"SHIFT4           PYMT PROC ROSATIS PIZZA - PONTOO 068880021925288",,"Credit",6238.60
"Rosatis Pizza",2025-02-03,"CHECK 20396",20396,"Debit",5281.69
"Rosatis Pizza",2025-02-03,"CHECK 78",78,"Debit",904.60
"Rosatis Pizza",2025-02-03,"EBF HOLDINGS     8006192943 SRI GANESH FOODS INC. 187797",,"Debit",608.13
"Rosatis Pizza",2025-02-03,"CHECK 95",95,"Debit",902.45
"Rosatis Pizza",2025-02-03,"SHIFT4           FEES ROSATIS PIZZA - PONTOO 068880021925296",,"Debit",30.00
"Rosatis Pizza",2025-02-03,"TRANSFER FROM X1239 TO X4649",,"Credit",7000.00
"Rosatis Pizza",2025-02-03,"SHIFT4           PYMT PROC ROSATIS PIZZA - PONTOO 068880021925288",,"Credit",3164.24
"Rosatis Pizza",2025-02-03,"CHECK 20395",20395,"Debit",830.00
"Rosatis Pizza",2025-02-03,"TRANSFER FROM X1239 TO X4649",,"Credit",400.00
"Rosatis Pizza",2025-02-03,"SHIFT4           FEES ROSATIS PIZZA - PONTOO 068880021925288",,"Debit",2659.36
"Rosatis Pizza",2025-02-03,"GRECO_BELLISSIMO SINGLE SRI GANESH FOODS INC 630GRECOILLI",,"Debit",10581.82
"Rosatis Pizza",2025-02-03,"UBER USA 6787    EDI PAYMNT SRI GANESH FOODS INC AAPADDQZ5U2CL7R REF*TN*AAPADDQZ5U\",,"Credit",30.77
"Rosatis Pizza",2025-02-03,"CALL FORCE ONE   CALL FORCE ROSATIS PONTOON 30",,"Debit",163.35
"Rosatis Pizza",2025-02-03,"CHECK 114",114,"Debit",887.89
"Rosatis Pizza",2025-02-03,"CHECK 20394",20394,"Debit",550.00
"Rosatis Pizza",2025-01-31,"SHIFT4           PYMT PROC ROSATIS PIZZA - PONTOO 068880021925288",,"Credit",3108.01
"Rosatis Pizza",2025-01-31,"SOUTHERN GLAZER' FINTECHEFT SRI GANESH FOODS INC R 92-3646577",,"Debit",253.92
"Rosatis Pizza",2025-01-31,"BILL PAID-WASTE MANAGEMENT CON F #205",,"Debit",300.00
"Rosatis Pizza",2025-01-31,"POS DEB CARD# 1567 01/31/25 1310 RESTAURANT DEPOT 6455 MANCHESTER AV SAINT LOUIS   MO32765590",,"Debit",124.62
"Rosatis Pizza",2025-01-31,"GRUBHUB INC      JAN ACTVTY SRI PAGANO 25013129NF6FB3B",,"Credit",56.38
"Rosatis Pizza",2025-01-31,"BILL PAID-AMEREN ILLINOIS CONF  #215",,"Debit",3600.00
"Rosatis Pizza",2025-01-31,"DOORDASH, INC.   5257 IL-11 SRI GANESH FOODS INC ST-R7F9T0H7G0D5",,"Credit",723.62
"Rosatis Pizza",2025-01-31,"BILL PAID-AMEREN ILLINOIS CONF  #206",,"Debit",2300.00
"Rosatis Pizza",2025-01-31,"UBER USA 6787    EDI PAYMNT SRI GANESH FOODS INC 1575SEIKC3KL2M0 REF*TN*1575SEIKC3\",,"Credit",10.32
"Rosatis Pizza",2025-01-31,"INTEGRA GRAPHICS ACH ROSATIS PONTOON BEACH ACH",,"Debit",387.43
"Rosatis Pizza",2025-01-31,"EBF HOLDINGS     8006192943 SRI GANESH FOODS INC. 187797",,"Debit",608.13
"Rosatis Pizza",2025-01-30,"EBF HOLDINGS     8006192943 SRI GANESH FOODS INC. 187797",,"Debit",608.13
"Rosatis Pizza",2025-01-30,"ACCURATE ACCOUNT ACH SRI GANESH FOODS INC SRI GANESH FOOD",,"Debit",325.00
"Rosatis Pizza",2025-01-30,"W/D SVC 1333 01/30/25 00002353 03 ROSATI S PIZZA 5147 PAGANO CT PONTOON BEACHIL C# 1567",,"Debit",3.00
"Rosatis Pizza",2025-01-30,"ATM W/D CARD# 1567 01/30/25 1333 03 ROSATI S PIZZA 5147 PAGANO CT PONTOON BEACH IL00002353",,"Debit",503.00
"Rosatis Pizza",2025-01-30,"ROBERT CHICK FRI FINTECHEFT SRI GANESH FOODS INC R 92-3646577",,"Debit",276.35
"Rosatis Pizza",2025-01-30,"ILLINOIS-AMERICA PAYMENT ROSATIS PIZZA 220040678311",,"Debit",33.01
"Rosatis Pizza",2025-01-30,"UBER USA 6787    EDI PAYMNT SRI GANESH FOODS INC VFRZ76OSYSUITSK REF*TN*VFRZ76OSYS\",,"Credit",75.25
"Rosatis Pizza",2025-01-30,"POINTE PEST CONT 4698096852 JAY PATEL",,"Debit",85.00
"Rosatis Pizza",2025-01-30,"SOCIAL PAGE SOLU SALE PONTOON BEACH ROSATI S",,"Debit",200.00
"Rosatis Pizza",2025-01-30,"SHIFT4           PYMT PROC ROSATIS PIZZA - PONTOO 068880021925288",,"Credit",3549.37
"Rosatis Pizza",2025-01-29,"SHIFT4           PYMT PROC ROSATIS PIZZA - PONTOO 068880021925288",,"Credit",2533.85
"Rosatis Pizza",2025-01-29,"REWARDS NETWORK  SETTLEMENT ROSATI'S PIZZA 37939-029471156",,"Debit",2760.23
"Rosatis Pizza",2025-01-29,"UBER USA 6787    EDI PAYMNT SRI GANESH FOODS INC P1N22D566IV6G3U REF*TN*P1N22D566I\",,"Credit",72.37
"Rosatis Pizza",2025-01-29,"EBF HOLDINGS     8006192943 SRI GANESH FOODS INC. 187797",,"Debit",608.13
"Rosatis Pizza",2025-01-28,"ROSATI'S PIZZA E ACH DEBIT JAYESH PATEL 9024576127",,"Debit",1596.25
"Rosatis Pizza",2025-01-28,"UBER USA 6787    EDI PAYMNT SRI GANESH FOODS INC B8TOY9TYDNS1UV4 REF*TN*B8TOY9TYDN\",,"Credit",157.28
"Rosatis Pizza",2025-01-28,"SHIFT4           PYMT PROC ROSATIS PIZZA - PONTOO 068880021925288",,"Credit",2800.86
"Rosatis Pizza",2025-01-28,"SANDBERG PHOENI  PURCHASE ROSATIS PIZZA 127322961",,"Debit",4000.00
"Rosatis Pizza",2025-01-28,"PAYONEER 7362    EDI PAYMNT SRI GANESH FOODS INC 366184838827765 REF*TN*3661848388*EZCATER PAYM ENT\",,"Credit",991.86
"Rosatis Pizza",2025-01-28,"EBF HOLDINGS     8006192943 SRI GANESH FOODS INC. 187797",,"Debit",608.13
"Rosatis Pizza",2025-01-27,"UBER USA 6787    EDI PAYMNT SRI GANESH FOODS INC R8A9DUGNLNI8QOQ REF*TN*R8A9DUGNLN\",,"Credit",42.91
"Rosatis Pizza",2025-01-27,"CHECK 20393",20393,"Debit",550.00
"Rosatis Pizza",2025-01-27,"PBG - G&A OU     CORP PMT 2004156387 ROSATIS PIZ 012620252051330",,"Debit",2246.33
"Rosatis Pizza",2025-01-27,"CHECK 20390",20390,"Debit",2100.00
"Rosatis Pizza",2025-01-27,"CHECK 20392",20392,"Debit",780.00
"Rosatis Pizza",2025-01-27,"EBF HOLDINGS     8006192943 SRI GANESH FOODS INC. 187797",,"Debit",608.13
"Rosatis Pizza",2025-01-27,"PRAIRIESTATEGAMI VGTPAYMENT ROSATISPIZZA ROSATISPIZZA",,"Credit",1359.84
"Rosatis Pizza",2025-01-27,"TRANSFER FROM X4649 TO X5247",,"Debit",7000.00
"Rosatis Pizza",2025-01-27,"SHIFT4           PYMT PROC ROSATIS PIZZA - PONTOO 068880021925288",,"Credit",5780.37
"Rosatis Pizza",2025-01-27,"SHIFT4           PYMT PROC ROSATIS PIZZA - PONTOO 068880021925288",,"Credit",4082.49
"Rosatis Pizza",2025-01-27,"SHIFT4           PYMT PROC ROSATIS PIZZA - PONTOO 068880021925288",,"Credit",5918.01
"Rosatis Pizza",2025-01-27,"STOKES DISTRIBUT FINTECHEFT SRI GANESH FOODS INC R 92-3646577",,"Debit",150.95
"Rosatis Pizza",2025-01-24,"UBER USA 6787    EDI PAYMNT SRI GANESH FOODS INC 7PUUCUG65SCH1YS REF*TN*7PUUCUG65S\",,"Credit",15.30
"Rosatis Pizza",2025-01-24,"EBF HOLDINGS     8006192943 SRI GANESH FOODS INC. 187797",,"Debit",608.13
"Rosatis Pizza",2025-01-24,"GRUBHUB INC      JAN ACTVTY SRI PAGANO 25012422NF6FB3B",,"Credit",115.67
"Rosatis Pizza",2025-01-24,"DOORDASH, INC.   5257 IL-11 SRI GANESH FOODS INC ST-H2R6X7K8M9D0",,"Credit",1110.81
"Rosatis Pizza",2025-01-24,"TRANSFER FROM X4649 TO X5247",,"Debit",700.00
"Rosatis Pizza",2025-01-24,"SHIFT4           PYMT PROC ROSATIS PIZZA - PONTOO 068880021925288",,"Credit",3637.68
"Rosatis Pizza",2025-01-24,"BREAKTHRU BEVERA FINTECHEFT SRI GANESH FOODS INC R 92-3646577",,"Debit",529.01
"Rosatis Pizza",2025-01-23,"UBER USA 6787    EDI PAYMNT SRI GANESH FOODS INC NUZUOJXQCZEHJDS REF*TN*NUZUOJXQCZ\",,"Credit",135.15
"Rosatis Pizza",2025-01-23,"TRANSFER FROM X4649 TO X1239",,"Debit",5000.00
"Rosatis Pizza",2025-01-23,"SHIFT4           PYMT PROC ROSATIS PIZZA - PONTOO 068880021925288",,"Credit",2385.73
"Rosatis Pizza",2025-01-23,"CHECK 106",106,"Debit",106.77
"Rosatis Pizza",2025-01-23,"DBT CRD CARD# 1567 01/21/25 0949 THE WEBSTAURANT STORE LANCASTER     PADBJQIAZQ",,"Debit",331.45
"Rosatis Pizza",2025-01-23,"CHECK 20366",20366,"Debit",105.61
"Rosatis Pizza",2025-01-23,"EBF HOLDINGS     8006192943 SRI GANESH FOODS INC. 187797",,"Debit",608.13
"Rosatis Pizza",2025-01-22,"EBF HOLDINGS     8006192943 SRI GANESH FOODS INC. 187797",,"Debit",608.13
"Rosatis Pizza",2025-01-22,"SHIFT4           PYMT PROC ROSATIS PIZZA - PONTOO 068880021925288",,"Credit",3982.74
"Rosatis Pizza",2025-01-22,"ROSATI'S PIZZA E ACH DEBIT JAYESH PATEL 9024560930",,"Debit",1173.35
"Rosatis Pizza",2025-01-22,"REWARDS NETWORK  SETTLEMENT ROSATI'S PIZZA 37918-029448691",,"Debit",2430.04
"Rosatis Pizza",2025-01-22,"UBER USA 6787    EDI PAYMNT SRI GANESH FOODS INC XZ7D41R3TSWHNC5 REF*TN*XZ7D41R3TS\",,"Credit",475.62
"Rosatis Pizza",2025-01-22,"UBER USA 6787    EDI PAYMNT SRI GANESH FOODS INC T54XG8XKUWUQYL0 REF*TN*T54XG8XKUW\",,"Credit",11.59
"Rosatis Pizza",2025-01-22,"CHECK 20389",20389,"Debit",575.00
"Rosatis Pizza",2025-01-22,"IL DEPT OF REVEN EDI PYMNTS ROSATIS PIZZA OF PONTO 00000065307056 TXP*45038041*0411*20241231*T*8 28400\",,"Debit",8284.00
"Rosatis Pizza",2025-01-22,"STOKES DISTRIBUT FINTECHEFT SRI GANESH FOODS INC R 92-3646577",,"Debit",239.45
"Rosatis Pizza",2025-01-22,"CALL FORCE ONE   CALL FORCE ROSATIS PONTOON 30",,"Debit",201.30
"Rosatis Pizza",2025-01-21,"UBER USA 6787    EDI PAYMNT SRI GANESH FOODS INC 2AIM4WW5X3HG4R5 REF*TN*2AIM4WW5X3\",,"Credit",50.62
"Rosatis Pizza",2025-01-21,"JP IL GAME BD    IL GAME BD SRI GANESH FOODS INC R T20077464",,"Debit",100.75
"Rosatis Pizza",2025-01-21,"EBF HOLDINGS     8006192943 SRI GANESH FOODS INC. 187797",,"Debit",608.13
"Rosatis Pizza",2025-01-21,"PAYONEER 7362    EDI PAYMNT SRI GANESH FOODS INC 366184830045431 REF*TN*3661848300*EZCATER PAYM ENT\",,"Credit",351.65
"Rosatis Pizza",2025-01-21,"SHIFT4           PYMT PROC ROSATIS PIZZA - PONTOO 068880021925288",,"Credit",4743.01
"Rosatis Pizza",2025-01-21,"EBF HOLDINGS     8006192943 SRI GANESH FOODS INC. 187797",,"Debit",608.13
"Rosatis Pizza",2025-01-21,"PLP COMMUNICATIO PAYMENT PATEL,JAY 202273253780 202273253780",,"Debit",294.02
"Rosatis Pizza",2025-01-21,"SHIFT4           PYMT PROC ROSATIS PIZZA - PONTOO 068880021925288",,"Credit",6876.75
"Rosatis Pizza",2025-01-21,"SHIFT4           PYMT PROC ROSATIS PIZZA - PONTOO 068880021925288",,"Credit",5446.24
"Rosatis Pizza",2025-01-21,"GRECO_BELLISSIMO SINGLE SRI GANESH FOODS INC 630GRECOILLI",,"Debit",13989.91
"Rosatis Pizza",2025-01-21,"SHIFT4           PYMT PROC ROSATIS PIZZA - PONTOO 068880021925288",,"Credit",3962.08
"Rosatis Pizza",2025-01-17,"UBER USA 6787    EDI PAYMNT SRI GANESH FOODS INC 14G1SY2YSFM51US REF*TN*14G1SY2YSF\",,"Credit",83.70
"Rosatis Pizza",2025-01-17,"DOORDASH, INC.   5257 IL-11 SRI GANESH FOODS INC ST-O1Q0B8M2W3B0",,"Credit",717.52
"Rosatis Pizza",2025-01-17,"W/D SVC 1357 01/17/25 00002325 03 ROSATI S PIZZA 5147 PAGANO CT PONTOON BEACHIL C# 1567",,"Debit",3.00
"Rosatis Pizza",2025-01-17,"SHIFT4           PYMT PROC ROSATIS PIZZA - PONTOO 068880021925288",,"Credit",4542.35
"Rosatis Pizza",2025-01-17,"SOUTHERN GLAZER' FINTECHEFT SRI GANESH FOODS INC R 92-3646577",,"Debit",329.20
"Rosatis Pizza",2025-01-17,"GRUBHUB INC      JAN ACTVTY SRI PAGANO 25011715NF6FB3B",,"Credit",98.48
"Rosatis Pizza",2025-01-17,"ATM W/D CARD# 1567 01/17/25 1357 03 ROSATI S PIZZA 5147 PAGANO CT PONTOON BEACH IL00002325",,"Debit",503.00
"Rosatis Pizza",2025-01-17,"EBF HOLDINGS     8006192943 SRI GANESH FOODS INC. 187797",,"Debit",608.13
"Rosatis Pizza",2025-01-16,"MADISON CO SSA A 68IQXTVWFE ROSATIS PIZZA 618-931-3400",,"Debit",97.21
"Rosatis Pizza",2025-01-16,"ROBERT CHICK FRI FINTECHEFT SRI GANESH FOODS INC R 92-3646577",,"Debit",327.50
"Rosatis Pizza",2025-01-16,"CALL FORCE ONE   CALL FORCE ROSATIS PONTOON 30",,"Debit",173.25
